rent.func,miles.func,num.hubs,Hubs.used,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,cars.shipped,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,cost.hubs,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,total.cost,newcost,total.rent,total.labor
M,H,8,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,776,599,596,0,338,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,706937.5,606025,466237.5,466237.5,0,298762.5,298762.5,0,251637.5,0,0,0,0,178412.5,0,0,0,0,0,0,0,0,0,0,0,4395063.2930890005,1122050.7930890003,3273012.5,0
L,H,8,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,776,599,596,0,338,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,339125,290750,223725,223725,0,143475,143475,0,120925,0,0,0,0,85775,0,0,0,0,0,0,0,0,0,0,0,2693025.7930890005,1122050.7930890003,1570975,0
H,H,9,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,776,599,312,284,338,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,914750,784100,603150,350300,350300,386250,386250,0,325150,0,0,0,0,230450,0,0,0,0,0,0,0,0,0,0,0,5392919.732927351,1062219.7329273513,4330700,0
M,H,9,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,776,599,312,284,338,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,706937.5,606025,466237.5,271075,271075,298762.5,298762.5,0,251637.5,0,0,0,0,178412.5,0,0,0,0,0,0,0,0,0,0,0,4411144.732927351,1062219.7329273513,3348925,0
L,H,9,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,776,599,312,284,338,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,339125,290750,223725,130250,130250,143475,143475,0,120925,0,0,0,0,85775,0,0,0,0,0,0,0,0,0,0,0,2669969.7329273513,1062219.7329273513,1607750,0
H,H,10,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,630,599,312,284,338,353,0,256,146,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,914750,661900,603150,350300,350300,386250,386250,0,325150,194500,0,0,0,230450,0,0,0,0,0,0,0,0,0,0,0,5415941.386036168,1012941.386036168,4403000,0
M,H,10,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,630,599,312,284,338,353,0,256,146,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,706937.5,511775,466237.5,271075,271075,298762.5,298762.5,0,251637.5,150725,0,0,0,178412.5,0,0,0,0,0,0,0,0,0,0,0,4418341.386036168,1012941.386036168,3405400,0
L,H,10,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,630,599,312,284,338,353,0,256,146,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,339125,245650,223725,130250,130250,143475,143475,0,120925,72550,0,0,0,85775,0,0,0,0,0,0,0,0,0,0,0,2648141.386036168,1012941.386036168,1635200,0
H,H,11,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,892,490,599,312,284,338,353,0,256,146,0,140,0,192,0,0,0,0,0,0,0,0,0,0,0,914750,542050,603150,350300,350300,386250,386250,0,325150,194500,0,194500,0,230450,0,0,0,0,0,0,0,0,0,0,0,5442730.9988281755,965080.9988281751,4477650,0
M,H,11,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,892,490,599,312,284,338,353,0,256,146,0,140,0,192,0,0,0,0,0,0,0,0,0,0,0,706937.5,419112.5,466237.5,271075,271075,298762.5,298762.5,0,251637.5,150725,0,150725,0,178412.5,0,0,0,0,0,0,0,0,0,0,0,4428543.4988281755,965080.9988281751,3463462.5,0
L,H,11,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,892,490,599,312,284,338,353,0,256,146,0,140,0,192,0,0,0,0,0,0,0,0,0,0,0,339125,201175,223725,130250,130250,143475,143475,0,120925,72550,0,72550,0,85775,0,0,0,0,0,0,0,0,0,0,0,2628355.998828175,965080.9988281751,1663275,0
H,H,12,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,892,490,599,224,284,338,353,0,256,146,0,140,0,192,0,0,0,88,0,0,0,0,0,0,0,914750,542050,603150,289200,350300,386250,386250,0,325150,194500,0,194500,0,230450,0,0,0,169350,0,0,0,0,0,0,0,5507582.300917121,921682.3009171208,4585900,0
M,H,12,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,892,490,599,224,284,338,353,0,256,146,0,140,0,192,0,0,0,88,0,0,0,0,0,0,0,706937.5,419112.5,466237.5,223950,271075,298762.5,298762.5,0,251637.5,150725,0,150725,0,178412.5,0,0,0,131287.5,0,0,0,0,0,0,0,4469307.300917121,921682.3009171208,3547625,0
L,H,12,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,892,490,599,224,284,338,353,0,256,146,0,140,0,192,0,0,0,88,0,0,0,0,0,0,0,339125,201175,223725,107700,130250,143475,143475,0,120925,72550,0,72550,0,85775,0,0,0,63225,0,0,0,0,0,0,0,2625632.3009171207,921682.3009171208,1703950,0
H,H,13,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,892,490,491,224,284,338,353,0,256,146,0,140,0,192,108,0,0,88,0,0,0,0,0,0,0,914750,542050,542050,289200,350300,386250,386250,0,325150,194500,0,194500,0,230450,169350,0,0,169350,0,0,0,0,0,0,0,5577656.722055823,883506.7220558223,4694150,0
M,H,13,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,892,490,491,224,284,338,353,0,256,146,0,140,0,192,108,0,0,88,0,0,0,0,0,0,0,706937.5,419112.5,419112.5,223950,271075,298762.5,298762.5,0,251637.5,150725,0,150725,0,178412.5,131287.5,0,0,131287.5,0,0,0,0,0,0,0,4515294.222055823,883506.7220558223,3631787.5,0
L,H,13,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,892,490,491,224,284,338,353,0,256,146,0,140,0,192,108,0,0,88,0,0,0,0,0,0,0,339125,201175,201175,107700,130250,143475,143475,0,120925,72550,0,72550,0,85775,63225,0,0,63225,0,0,0,0,0,0,0,2628131.722055822,883506.7220558223,1744625,0
H,H,14,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,892,490,363,224,284,338,353,0,256,146,0,140,128,192,108,0,0,88,0,0,0,0,0,0,0,914750,542050,411400,289200,350300,386250,386250,0,325150,194500,0,194500,194500,230450,169350,0,0,169350,0,0,0,0,0,0,0,5603914.105997878,845914.1059978781,4758000,0
M,H,14,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,892,490,363,224,284,338,353,0,256,146,0,140,128,192,108,0,0,88,0,0,0,0,0,0,0,706937.5,419112.5,318200,223950,271075,298762.5,298762.5,0,251637.5,150725,0,150725,150725,178412.5,131287.5,0,0,131287.5,0,0,0,0,0,0,0,4527514.105997878,845914.1059978781,3681600,0
L,H,14,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,892,490,363,224,284,338,353,0,256,146,0,140,128,192,108,0,0,88,0,0,0,0,0,0,0,339125,201175,152800,107700,130250,143475,143475,0,120925,72550,0,72550,72550,85775,63225,0,0,63225,0,0,0,0,0,0,0,2614714.105997878,845914.1059978781,1768800,0
H,H,15,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,748,490,363,224,284,338,353,0,256,146,144,140,128,192,108,0,0,88,0,0,0,0,0,0,0,758950,542050,411400,289200,350300,386250,386250,0,325150,194500,194500,194500,194500,230450,169350,0,0,169350,0,0,0,0,0,0,0,5605435.437183667,808735.437183667,4796700,0
M,H,15,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,748,490,363,224,284,338,353,0,256,146,144,140,128,192,108,0,0,88,0,0,0,0,0,0,0,586587.5,419112.5,318200,223950,271075,298762.5,298762.5,0,251637.5,150725,150725,150725,150725,178412.5,131287.5,0,0,131287.5,0,0,0,0,0,0,0,4520710.437183667,808735.437183667,3711975,0
L,H,15,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,748,490,363,224,284,338,353,0,256,146,144,140,128,192,108,0,0,88,0,0,0,0,0,0,0,281425,201175,152800,107700,130250,143475,143475,0,120925,72550,72550,72550,72550,85775,63225,0,0,63225,0,0,0,0,0,0,0,2592385.437183667,808735.437183667,1783650,0
H,H,16,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,748,490,363,224,284,338,182,0,256,146,144,140,128,192,108,0,171,88,0,0,0,0,0,0,0,758950,542050,411400,289200,350300,386250,230450,0,325150,194500,194500,194500,194500,230450,169350,0,230450,169350,0,0,0,0,0,0,0,5644246.71015896,772896.71015896,4871350,0
M,H,16,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,748,490,363,224,284,338,182,0,256,146,144,140,128,192,108,0,171,88,0,0,0,0,0,0,0,586587.5,419112.5,318200,223950,271075,298762.5,178412.5,0,251637.5,150725,150725,150725,150725,178412.5,131287.5,0,178412.5,131287.5,0,0,0,0,0,0,0,4542934.21015896,772896.71015896,3770037.5,0
L,H,16,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,748,490,363,224,284,338,182,0,256,146,144,140,128,192,108,0,171,88,0,0,0,0,0,0,0,281425,201175,152800,107700,130250,143475,85775,0,120925,72550,72550,72550,72550,85775,63225,0,85775,63225,0,0,0,0,0,0,0,2584621.71015896,772896.71015896,1811725,0
H,H,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,568,490,363,224,284,338,182,180,256,146,144,140,128,192,108,0,171,88,0,0,0,0,0,0,0,603150,542050,411400,289200,350300,386250,230450,230450,325150,194500,194500,194500,194500,230450,169350,0,230450,169350,0,0,0,0,0,0,0,5687793.622951651,741793.6229516505,4946000,0
M,H,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,568,490,363,224,284,338,182,180,256,146,144,140,128,192,108,0,171,88,0,0,0,0,0,0,0,466237.5,419112.5,318200,223950,271075,298762.5,178412.5,178412.5,251637.5,150725,150725,150725,150725,178412.5,131287.5,0,178412.5,131287.5,0,0,0,0,0,0,0,4569893.622951651,741793.6229516505,3828100,0
L,H,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,568,490,363,224,284,338,182,180,256,146,144,140,128,192,108,0,171,88,0,0,0,0,0,0,0,223725,201175,152800,107700,130250,143475,85775,85775,120925,72550,72550,72550,72550,85775,63225,0,85775,63225,0,0,0,0,0,0,0,2581593.6229516505,741793.6229516505,1839800,0
H,H,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,568,490,280,224,284,338,182,180,256,146,144,140,128,192,108,0,171,88,83,0,0,0,0,0,0,603150,542050,325150,289200,350300,386250,230450,230450,325150,194500,194500,194500,194500,230450,169350,0,230450,169350,169350,0,0,0,0,0,0,5745857.947059521,716757.9470595212,5029100,0
M,H,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,568,490,280,224,284,338,182,180,256,146,144,140,128,192,108,0,171,88,83,0,0,0,0,0,0,466237.5,419112.5,251637.5,223950,271075,298762.5,178412.5,178412.5,251637.5,150725,150725,150725,150725,178412.5,131287.5,0,178412.5,131287.5,131287.5,0,0,0,0,0,0,4609582.947059521,716757.9470595212,3892825,0
L,H,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,568,490,280,224,284,338,182,180,256,146,144,140,128,192,108,0,171,88,83,0,0,0,0,0,0,223725,201175,120925,107700,130250,143475,85775,85775,120925,72550,72550,72550,72550,85775,63225,0,85775,63225,63225,0,0,0,0,0,0,2587907.9470595215,716757.9470595212,1871150,0
H,H,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,568,490,280,224,284,338,182,180,178,146,144,140,128,192,108,0,171,88,83,0,78,0,0,0,0,603150,542050,325150,289200,350300,386250,230450,230450,230450,194500,194500,194500,194500,230450,169350,0,230450,169350,169350,0,133400,0,0,0,0,5763178.070284901,695378.0702849008,5067800,0
M,H,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,568,490,280,224,284,338,182,180,178,146,144,140,128,192,108,0,171,88,83,0,78,0,0,0,0,466237.5,419112.5,251637.5,223950,271075,298762.5,178412.5,178412.5,178412.5,150725,150725,150725,150725,178412.5,131287.5,0,178412.5,131287.5,131287.5,0,103600,0,0,0,0,4618578.070284901,695378.0702849008,3923200,0
L,H,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,568,490,280,224,284,338,182,180,178,146,144,140,128,192,108,0,171,88,83,0,78,0,0,0,0,223725,201175,120925,107700,130250,143475,85775,85775,85775,72550,72550,72550,72550,85775,63225,0,85775,63225,63225,0,50000,0,0,0,0,2581378.0702849007,695378.0702849008,1886000,0
H,H,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,568,391,280,224,284,338,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,0,0,0,603150,411400,325150,289200,350300,386250,230450,230450,230450,194500,194500,194500,194500,230450,169350,169350,230450,169350,169350,0,133400,0,0,0,0,5782864.0055994205,676364.0055994204,5106500,0
M,H,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,568,391,280,224,284,338,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,0,0,0,466237.5,318200,251637.5,223950,271075,298762.5,178412.5,178412.5,178412.5,150725,150725,150725,150725,178412.5,131287.5,131287.5,178412.5,131287.5,131287.5,0,103600,0,0,0,0,4629939.0055994205,676364.0055994204,3953575,0
L,H,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,568,391,280,224,284,338,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,0,0,0,223725,152800,120925,107700,130250,143475,85775,85775,85775,72550,72550,72550,72550,85775,63225,63225,85775,63225,63225,0,50000,0,0,0,0,2577214.0055994205,676364.0055994204,1900850,0
H,H,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,568,391,280,224,284,269,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,0,0,69,603150,411400,325150,289200,350300,325150,230450,230450,230450,194500,194500,194500,194500,230450,169350,169350,230450,169350,169350,0,133400,0,0,0,133400,5836208.091211346,657408.0912113456,5178800,0
M,H,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,568,391,280,224,284,269,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,0,0,69,466237.5,318200,251637.5,223950,271075,251637.5,178412.5,178412.5,178412.5,150725,150725,150725,150725,178412.5,131287.5,131287.5,178412.5,131287.5,131287.5,0,103600,0,0,0,103600,4667458.091211346,657408.0912113456,4010050,0
L,H,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,568,391,280,224,284,269,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,0,0,69,223725,152800,120925,107700,130250,120925,85775,85775,85775,72550,72550,72550,72550,85775,63225,63225,85775,63225,63225,0,50000,0,0,0,50000,2585708.0912113455,657408.0912113456,1928300,0
H,H,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,568,391,280,224,209,269,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,75,0,69,603150,411400,325150,289200,289200,325150,230450,230450,230450,194500,194500,194500,194500,230450,169350,169350,230450,169350,169350,0,133400,0,133400,0,133400,5890064.384102365,638964.3841023648,5251100,0
M,H,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,568,391,280,224,209,269,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,75,0,69,466237.5,318200,251637.5,223950,223950,251637.5,178412.5,178412.5,178412.5,150725,150725,150725,150725,178412.5,131287.5,131287.5,178412.5,131287.5,131287.5,0,103600,0,103600,0,103600,4705489.384102365,638964.3841023648,4066525,0
L,H,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,568,391,280,224,209,269,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,75,0,69,223725,152800,120925,107700,107700,120925,85775,85775,85775,72550,72550,72550,72550,85775,63225,63225,85775,63225,63225,0,50000,0,50000,0,50000,2594714.384102365,638964.3841023648,1955750,0
H,H,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,568,391,280,224,209,269,182,180,178,146,144,140,128,118,108,99,171,88,83,0,78,0,75,74,69,603150,411400,325150,289200,289200,325150,230450,230450,230450,194500,194500,194500,194500,169350,169350,169350,230450,169350,169350,0,133400,0,133400,133400,133400,5945272.978243068,621872.9782430683,5323400,0
M,H,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,568,391,280,224,209,269,182,180,178,146,144,140,128,118,108,99,171,88,83,0,78,0,75,74,69,466237.5,318200,251637.5,223950,223950,251637.5,178412.5,178412.5,178412.5,150725,150725,150725,150725,131287.5,131287.5,131287.5,178412.5,131287.5,131287.5,0,103600,0,103600,103600,103600,4744872.978243068,621872.9782430683,4123000,0
L,H,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,568,391,280,224,209,269,182,180,178,146,144,140,128,118,108,99,171,88,83,0,78,0,75,74,69,223725,152800,120925,107700,107700,120925,85775,85775,85775,72550,72550,72550,72550,63225,63225,63225,85775,63225,63225,0,50000,0,50000,50000,50000,2605072.9782430683,621872.9782430683,1983200,0
H,H,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,568,391,280,224,209,269,182,180,178,146,144,140,128,118,108,99,94,88,83,0,78,77,75,74,69,603150,411400,325150,289200,289200,325150,230450,230450,230450,194500,194500,194500,194500,169350,169350,169350,169350,169350,169350,0,133400,133400,133400,133400,133400,6005207.671956314,609507.6719563133,5395700,0
M,H,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,568,391,280,224,209,269,182,180,178,146,144,140,128,118,108,99,94,88,83,0,78,77,75,74,69,466237.5,318200,251637.5,223950,223950,251637.5,178412.5,178412.5,178412.5,150725,150725,150725,150725,131287.5,131287.5,131287.5,131287.5,131287.5,131287.5,0,103600,103600,103600,103600,103600,4788982.671956314,609507.6719563133,4179475,0
L,H,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,568,391,280,224,209,269,182,180,178,146,144,140,128,118,108,99,94,88,83,0,78,77,75,74,69,223725,152800,120925,107700,107700,120925,85775,85775,85775,72550,72550,72550,72550,63225,63225,63225,63225,63225,63225,0,50000,50000,50000,50000,50000,2620157.6719563133,609507.6719563133,2010650,0
H,H,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,568,391,280,224,209,186,182,180,178,146,144,140,128,118,108,99,94,88,83,83,78,77,75,74,69,603150,411400,325150,289200,289200,230450,230450,230450,230450,194500,194500,194500,194500,169350,169350,169350,169350,169350,169350,169350,133400,133400,133400,133400,133400,6070650,600300,5470350,0
M,H,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,568,391,280,224,209,186,182,180,178,146,144,140,128,118,108,99,94,88,83,83,78,77,75,74,69,466237.5,318200,251637.5,223950,223950,178412.5,178412.5,178412.5,178412.5,150725,150725,150725,150725,131287.5,131287.5,131287.5,131287.5,131287.5,131287.5,131287.5,103600,103600,103600,103600,103600,4837837.5,600300,4237537.5,0
L,H,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,568,391,280,224,209,186,182,180,178,146,144,140,128,118,108,99,94,88,83,83,78,77,75,74,69,223725,152800,120925,107700,107700,85775,85775,85775,85775,72550,72550,72550,72550,63225,63225,63225,63225,63225,63225,63225,50000,50000,50000,50000,50000,2639025,600300,2038725,0
H,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3835250,0,0,0,0,0,5548979.40639694,1713729.40639694,3835250,0
M,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2962412.5,0,0,0,0,0,4676141.90639694,1713729.40639694,2962412.5,0
L,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420175,0,0,0,0,0,3133904.40639694,1713729.40639694,1420175,0
H,L,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344450,1529500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5089103.488999857,1215153.488999857,3873950,0
M,L,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811112.5,1181675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4207940.988999857,1215153.488999857,2992787.5,0
L,L,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868375,566650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2650178.488999857,1215153.488999857,1435025,0
H,L,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,968,0,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902200,975850,0,1070550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4956944.585673831,1008344.5856738309,3948600,0
M,L,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,968,0,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1469500,754062.5,0,827287.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4059194.585673831,1008344.5856738309,3050850,0
L,L,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,968,0,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704600,361675,0,396825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2471444.585673831,1008344.5856738309,1463100,0
H,L,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,968,865,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287450,975850,878800,0,878800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4890487.530186512,869587.530186512,4020900,0
M,L,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,968,865,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994762.5,754062.5,679250,0,679250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3976912.530186512,869587.530186512,3107325,0
L,L,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,968,865,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477075,361675,325900,0,325900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2360137.530186512,869587.530186512,1490550,0
H,L,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1230,968,599,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,1226350,975850,603150,603150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661900,0,0,0,4821146.553729376,750746.5537293759,4070400,0
M,L,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1230,968,599,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,947637.5,754062.5,466237.5,466237.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511775,0,0,0,3896696.553729376,750746.5537293759,3145950,0
L,L,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1230,968,599,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,454525,361675,223725,223725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245650,0,0,0,2260046.553729376,750746.5537293759,1509300,0
H,L,6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1230,776,599,596,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,609,0,0,0,1226350,784100,603150,603150,0,0,0,0,0,0,0,0,0,230450,0,0,0,0,0,0,0,661900,0,0,0,4793661.425196474,684561.4251964742,4109100,0
